id;title;price;promo_price;url;city
3344245;Игрушка мягкая Штучки к которым тянутся ручки Зайка антистресс Сиреневый 18аси32ив-2;599;679;https://www.detmir.ru/product/index/id/3344245/;MOSCOW
3492013;Игрушка-грелка Warmies Large Петух;1095;2190;https://www.detmir.ru/product/index/id/3492013/;MOSCOW
3892463;Шапка Uniglodis С подвижными ушками Собачка голубая Uniglodis;261;1745;https://www.detmir.ru/product/index/id/3892463/;MOSCOW
3489343;Набор Тутси Русалка плед подушка резинка для волос плюш тиффани;2400;;https://www.detmir.ru/product/index/id/3489343/;MOSCOW
3489344;Набор Тутси Русалка плед подушка резинка для волос плюш бежевый;2400;;https://www.detmir.ru/product/index/id/3489344/;MOSCOW
4674270;Игрушка мягкая Штучки к которым тянутся ручки тянутся ручки Голубь;499;699;https://www.detmir.ru/product/index/id/4674270/;MOSCOW
3344229;Подушка-антистресс Штучки к которым тянутся ручки Розовый 14аств01ив-10;519;589;https://www.detmir.ru/product/index/id/3344229/;MOSCOW
4126100;Шапка Uniglodis Светодиодная с подвижными ушками Коала цвет голубой;263;1756;https://www.detmir.ru/product/index/id/4126100/;MOSCOW
3897946;Мини-сумочка TY Кениа Страус 95213;879;999;https://www.detmir.ru/product/index/id/3897946/;MOSCOW
3492008;Игрушка-грелка Warmies Large Панда;2312;2890;https://www.detmir.ru/product/index/id/3492008/;MOSCOW
4813379;Подушка Примо BrawlStars Диаметр 25 см;900;1699;https://www.detmir.ru/product/index/id/4813379/;MOSCOW
4906840;Мягкая игрушка-рюкзак Panawealth International Хагги Вагги Киси Миси Розовый;598;;https://www.detmir.ru/product/index/id/4906840/;MOSCOW
4907350;Игрушка Кощей Меч кладенец из EVA;799;;https://www.detmir.ru/product/index/id/4907350/;MOSCOW
3492036;Игрушка-грелка Warmies Large Лев;2312;2890;https://www.detmir.ru/product/index/id/3492036/;MOSCOW
4748006;Игрушка- рюкзак ПЛЮШЛЕНД Ленивец 50 см;1316;2632;https://www.detmir.ru/product/index/id/4748006/;MOSCOW
4553129;Мягкая игрушка-рюкзак Bebelot Тигрёнок 40 см;683;1519;https://www.detmir.ru/product/index/id/4553129/;MOSCOW
4052951;Шапка Uniglodis Светодиодная с подвижными ушками Минни Маус цвет розовый;290;1937;https://www.detmir.ru/product/index/id/4052951/;MOSCOW
4055858;Шапка Uniglodis Светодиодная с подвижными ушками Зайчик коричневый;372;1862;https://www.detmir.ru/product/index/id/4055858/;MOSCOW
3777719;Шапка Uniglodis с подвижными ушами Обезьянка;253;1687;https://www.detmir.ru/product/index/id/3777719/;MOSCOW
3222976;Игрушка мягкая Fancy Сердце пайетки LV1037;369;;https://www.detmir.ru/product/index/id/3222976/;MOSCOW
3970926;Игрушка-подушка СмолТойс Котенок на шею В65 Смолтойс;800;;https://www.detmir.ru/product/index/id/3970926/;MOSCOW
4052984;Сумка BUDI BASA Лори Колори Юки белая LRB-04;2040;2550;https://www.detmir.ru/product/index/id/4052984/;MOSCOW
4047204;Шапка Uniglodis Светодиодная с подвижными ушками Мордашка с бантиком цвет белый;331;1952;https://www.detmir.ru/product/index/id/4047204/;MOSCOW
4050307;Игрушка-грелка Мякиши детская с вишнёвыми косточками Монстрик Кис для новорожденных;449;599;https://www.detmir.ru/product/index/id/4050307/;MOSCOW
3198187;Сумочка Laffi Почеширский кот 161;699;1299;https://www.detmir.ru/product/index/id/3198187/;MOSCOW
4310757;Рюкзак Fluffy Family Коала 28 см;901;949;https://www.detmir.ru/product/index/id/4310757/;MOSCOW
3785361;Шапка Uniglodis с подвижными ушами Страшила;272;1815;https://www.detmir.ru/product/index/id/3785361/;MOSCOW
4047389;Шапка Uniglodis Светодиодная с подвижными ушками Хомяк цвет розовый;272;1815;https://www.detmir.ru/product/index/id/4047389/;MOSCOW
4310755;Рюкзак Fluffy Family Единорог;721;759;https://www.detmir.ru/product/index/id/4310755/;MOSCOW
3492062;Игрушка-грелка Warmies Junior Дракончик;1512;1890;https://www.detmir.ru/product/index/id/3492062/;MOSCOW
3344234;Игрушка мягкая Штучки к которым тянутся ручки Заяц антистресс Розовый 15аси23мив-1;449;499;https://www.detmir.ru/product/index/id/3344234/;MOSCOW
3211363;Сумка-рюкзак Fancy Единорог LV1021;1199;;https://www.detmir.ru/product/index/id/3211363/;MOSCOW
4050309;Игрушка-грелка Мякиши детская с вишнёвыми косточками Монстрик Упс для новорожденных;449;599;https://www.detmir.ru/product/index/id/4050309/;MOSCOW
3777913;Подушка Умные сны полиция машина blue Умные сны;899;1499;https://www.detmir.ru/product/index/id/3777913/;MOSCOW
4299717;Шапка Ripoma Светодиодная с подвижными ушками Корпорация монстров Салливан;263;1756;https://www.detmir.ru/product/index/id/4299717/;MOSCOW
3897983;Игрушка-сквиш TY Оуэн Сова 39191;999;;https://www.detmir.ru/product/index/id/3897983/;SPB
4657936;Рюкзак ПЛЮШЛЕНД Зайка розовый;960;1500;https://www.detmir.ru/product/index/id/4657936/;SPB
4110445;Игрушка-рюкзак ПЛЮШЛЕНД Жираф 45см;1159;2760;https://www.detmir.ru/product/index/id/4110445/;SPB
3894699;Шапка Uniglodis С подвижными ушками Минни Маус голубая Uniglodis;290;1937;https://www.detmir.ru/product/index/id/3894699/;SPB
3777749;Шапка Uniglodis с подвижными ушами Хомяк;308;1815;https://www.detmir.ru/product/index/id/3777749/;SPB
4227465;Игрушка-подушка Glamuriki Шерликон Арбуз;1067;;https://www.detmir.ru/product/index/id/4227465/;SPB
3344235;Игрушка мягкая Штучки к которым тянутся ручки Лиса антистресс Оранжевый 15аси28мив;499;;https://www.detmir.ru/product/index/id/3344235/;SPB
4674276;Игрушка мягкая Штучки к которым тянутся ручки Корги Плюша Персиковый;499;659;https://www.detmir.ru/product/index/id/4674276/;SPB
4047387;Шапка Uniglodis Светодиодная с подвижными ушками Страшила цвет желтый;272;1815;https://www.detmir.ru/product/index/id/4047387/;SPB
3344258;Игрушка мягкая Штучки к которым тянутся ручки Авокадо антистресс Зеленый 19аси47ив;849;999;https://www.detmir.ru/product/index/id/3344258/;SPB
